monthly_rent,location,property_type,rooms,size,furnished,region,Gymnasium,Air-Cond,Washing Machine,Swimming Pool,location_bin
2300,KLCC,Service Residence,1,610,2,Kuala Lumpur,1,1,1,1,6
2600,Desa Pandan,Service Residence,2,1087,2,Kuala Lumpur,1,1,1,1,5
1250,Bukit Jalil,Condominium,3,800,1,Kuala Lumpur,1,1,1,0,3
1700,Setapak,Condominium,4,1313,1,Kuala Lumpur,1,0,0,1,4
2100,Mont Kiara,Service Residence,1,416,2,Kuala Lumpur,1,1,1,1,6
1500,Cheras,Service Residence,3,819,0,Kuala Lumpur,1,0,0,1,3
2400,Cheras,Condominium,3,850,2,Kuala Lumpur,1,1,1,1,3
2100,Setapak,Service Residence,3,1219,1,Kuala Lumpur,1,1,0,1,4
800,Cheras,Apartment,2,650,1,Kuala Lumpur,0,1,0,0,3
850,Cheras,Apartment,2,600,2,Kuala Lumpur,0,1,1,0,3
2300,Segambut,Condominium,4,1262,2,Kuala Lumpur,1,1,1,1,5
2600,KL City,Service Residence,2,1193,1,Kuala Lumpur,1,1,1,1,6
1400,Jalan Kuching,Condominium,3,1100,1,Kuala Lumpur,1,1,1,1,5
1500,KL City,Service Residence,1,465,2,Kuala Lumpur,1,1,1,1,6
1000,Jalan Ipoh,Apartment,2,788,0,Kuala Lumpur,0,0,0,0,5
1300,Taman Desa,Condominium,3,938,2,Kuala Lumpur,1,1,1,1,4
850,Kepong,Apartment,3,650,1,Kuala Lumpur,0,0,0,1,3
900,Kepong,Apartment,3,935,1,Kuala Lumpur,0,0,0,0,3
1150,Ampang,Apartment,3,828,1,Kuala Lumpur,0,1,0,1,3
1300,Taman Desa,Condominium,3,850,1,Kuala Lumpur,0,0,0,1,4
2500,Cheras,Service Residence,3,990,2,Kuala Lumpur,1,1,1,1,3
1600,Kepong,Service Residence,3,932,1,Kuala Lumpur,1,1,0,1,3
2400,Sri Petaling,Condominium,3,1297,2,Kuala Lumpur,1,1,1,1,4
1550,Ampang,Apartment,3,828,2,Kuala Lumpur,0,1,1,1,3
1500,Kepong,Apartment,3,800,1,Kuala Lumpur,0,0,0,0,3
1600,Jalan Ipoh,Service Residence,2,900,1,Kuala Lumpur,1,1,0,1,5
1000,Kepong,Apartment,3,980,1,Kuala Lumpur,0,0,0,1,3
1999,KLCC,Condominium,1,615,2,Kuala Lumpur,1,1,1,1,6
1250,Jalan Ipoh,Condominium,3,1100,1,Kuala Lumpur,1,1,0,1,5
1700,Sri Petaling,Condominium,3,960,2,Kuala Lumpur,1,1,1,1,4
1600,Cheras,Condominium,4,1142,1,Kuala Lumpur,1,1,0,1,3
1350,Old Klang Road,Apartment,3,945,2,Kuala Lumpur,1,0,0,1,5
1350,OUG,Service Residence,3,950,1,Kuala Lumpur,0,0,0,1,3
1800,Sentul,Service Residence,3,850,1,Kuala Lumpur,1,1,0,1,4
1000,Bukit Jalil,Condominium,1,775,1,Kuala Lumpur,1,1,0,1,3
1999,Jalan Ipoh,Condominium,3,1100,2,Kuala Lumpur,1,1,1,1,5
1100,Kepong,Condominium,3,962,0,Kuala Lumpur,1,0,0,1,3
1700,Sentul,Service Residence,3,1009,1,Kuala Lumpur,1,1,0,1,4
120,Sentul,Apartment,3,1000,0,Kuala Lumpur,0,0,0,0,4
1700,Cheras,Condominium,3,950,1,Kuala Lumpur,1,1,1,1,3
1600,Sentul,Service Residence,3,850,1,Kuala Lumpur,1,0,0,1,4
2600,Sri Damansara,Condominium,1,607,2,Kuala Lumpur,1,0,0,1,6
1600,Sentul,Service Residence,3,850,1,Kuala Lumpur,1,0,0,1,4
1450,Sentul,Service Residence,3,900,0,Kuala Lumpur,1,0,0,1,4
1700,Sentul,Condominium,3,850,2,Kuala Lumpur,1,1,1,1,4
1400,Kepong,Service Residence,3,932,1,Kuala Lumpur,1,0,0,1,3
1900,Kepong,Condominium,3,1100,2,Kuala Lumpur,1,1,1,1,3
1500,KL City,Service Residence,1,533,2,Kuala Lumpur,1,1,1,1,6
1200,Sentul,Apartment,3,750,0,Kuala Lumpur,1,0,0,1,4
1798,Sentul,Apartment,3,876,1,Kuala Lumpur,1,1,1,1,4
2000,Wangsa Maju,Service Residence,3,819,2,Kuala Lumpur,1,1,1,1,4
2200,Cheras,Service Residence,3,920,2,Kuala Lumpur,1,1,1,1,3
2500,Desa Pandan,Service Residence,2,1087,2,Kuala Lumpur,1,0,0,1,5
2000,Taman Desa,Condominium,3,1200,2,Kuala Lumpur,1,1,1,1,4
900,Setapak,Apartment,3,653,1,Kuala Lumpur,0,1,0,0,4
1899,Wangsa Maju,Condominium,3,850,2,Kuala Lumpur,1,0,0,1,4
2500,Taman Desa,Condominium,3,921,2,Kuala Lumpur,1,0,0,1,4
1500,Bukit Jalil,Condominium,2,980,2,Kuala Lumpur,1,1,1,1,3
2299,KLCC,Condominium,2,776,2,Kuala Lumpur,1,1,1,1,6
1350,Jalan Ipoh,Condominium,3,948,1,Kuala Lumpur,1,0,0,1,5
1500,Cheras,Condominium,3,960,1,Kuala Lumpur,1,0,0,1,3
1000,Bukit Jalil,Apartment,3,1000,0,Kuala Lumpur,0,0,0,0,3
2200,Desa ParkCity,Condominium,3,862,2,Kuala Lumpur,0,0,0,0,6
1300,Wangsa Maju,Condominium,2,774,1,Kuala Lumpur,1,1,1,1,4
1600,Keramat,Condominium,3,926,0,Kuala Lumpur,1,0,0,1,5
1300,Setapak,Condominium,3,1230,1,Kuala Lumpur,1,1,0,1,4
1200,Segambut,Apartment,3,995,1,Kuala Lumpur,0,1,0,0,5
1600,Taman Melawati,Service Residence,3,1007,1,Kuala Lumpur,1,1,0,1,6
2300,Keramat,Condominium,4,1184,2,Kuala Lumpur,1,1,1,1,5
2800,Cheras,Condominium,4,1030,2,Kuala Lumpur,1,1,1,1,3
2000,Cheras,Service Residence,3,819,2,Kuala Lumpur,1,1,0,1,3
2000,Sri Damansara,Service Residence,1,499,2,Kuala Lumpur,1,1,1,1,6
1900,Taman Desa,Condominium,3,958,2,Kuala Lumpur,1,1,1,1,4
2200,Bangsar South,Condominium,2,648,2,Kuala Lumpur,0,0,0,0,5
1700,KL City,Service Residence,1,320,2,Kuala Lumpur,1,1,1,1,6
2000,Taman Melawati,Service Residence,2,836,1,Kuala Lumpur,1,1,1,1,6
2000,Cheras,Service Residence,2,774,2,Kuala Lumpur,1,0,0,1,3
1299,Pandan Perdana,Apartment,3,829,2,Kuala Lumpur,0,1,1,0,4
1300,Cheras,Service Residence,2,650,0,Kuala Lumpur,1,1,0,1,3
1200,Cheras,Service Residence,2,680,1,Kuala Lumpur,1,0,0,1,3
1900,Cheras,Condominium,2,893,1,Kuala Lumpur,1,1,1,1,3
2200,Sri Damansara,Service Residence,1,499,2,Kuala Lumpur,1,1,1,1,6
1200,Cheras,Service Residence,2,650,0,Kuala Lumpur,1,1,0,1,3
1600,Kepong,Service Residence,4,753,2,Kuala Lumpur,1,1,1,1,3
1300,Old Klang Road,Condominium,2,920,2,Kuala Lumpur,1,1,1,1,5
1900,Damansara Heights,Service Residence,2,800,2,Kuala Lumpur,1,1,1,1,4
1600,Kepong,Service Residence,4,753,2,Kuala Lumpur,1,1,1,1,3
1500,Sentul,Condominium,3,1130,1,Kuala Lumpur,1,0,0,1,4
750,Kepong,Apartment,3,750,0,Kuala Lumpur,0,0,0,0,3
1600,Cheras,Service Residence,2,916,2,Kuala Lumpur,1,1,1,1,3
1588,Bukit Jalil,Condominium,3,1100,1,Kuala Lumpur,1,1,1,1,3
1300,Setapak,Service Residence,2,900,0,Kuala Lumpur,0,0,0,0,4
2600,Old Klang Road,Condominium,3,1148,2,Kuala Lumpur,1,0,0,1,5
1400,Sentul,Service Residence,3,1009,0,Kuala Lumpur,0,0,0,1,4
1800,Wangsa Maju,Apartment,3,770,2,Kuala Lumpur,1,1,1,1,4
1900,Wangsa Maju,Apartment,3,850,2,Kuala Lumpur,1,0,0,1,4
1900,Jalan Ipoh,Condominium,3,977,1,Kuala Lumpur,1,1,1,1,5
2600,Bukit Jalil,Service Residence,3,1061,1,Kuala Lumpur,0,1,1,1,3
1450,Pandan Perdana,Apartment,1,510,2,Kuala Lumpur,1,1,1,1,4
1000,Kepong,Apartment,3,850,1,Kuala Lumpur,0,1,0,1,3
999,Kepong,Apartment,3,850,1,Kuala Lumpur,0,1,0,1,3
2000,Wangsa Maju,Apartment,3,850,2,Kuala Lumpur,1,0,0,1,4
2200,Cheras,Service Residence,3,920,2,Kuala Lumpur,1,1,1,1,3
1100,Cheras,Condominium,1,717,1,Kuala Lumpur,1,1,0,1,3
1500,Taman Melawati,Apartment,2,875,0,Kuala Lumpur,0,0,0,1,6
1350,Sentul,Condominium,3,800,0,Kuala Lumpur,0,0,0,1,4
1000,Kepong,Apartment,3,800,0,Kuala Lumpur,0,1,0,0,3
1400,Cheras,Condominium,2,650,1,Kuala Lumpur,1,0,0,1,3
1000,Kepong,Apartment,3,800,0,Kuala Lumpur,0,1,0,0,3
2000,KL City,Condominium,1,550,2,Kuala Lumpur,1,1,1,1,6
1550,Cheras,Condominium,3,1018,1,Kuala Lumpur,0,1,1,1,3
1500,Kuchai Lama,Condominium,3,1200,1,Kuala Lumpur,0,0,0,0,4
550,Desa Petaling,Flat,1,600,0,Kuala Lumpur,0,0,0,0,2
2400,Kepong,Apartment,2,866,2,Kuala Lumpur,1,0,0,1,3
2200,Cheras,Condominium,3,1206,1,Kuala Lumpur,1,1,0,1,3
2399,Sungai Besi,Service Residence,3,1130,2,Kuala Lumpur,1,1,1,1,4
1100,Cheras,Condominium,3,810,1,Kuala Lumpur,0,0,0,1,3
900,Cheras,Apartment,3,650,1,Kuala Lumpur,0,0,0,0,3
2500,KLCC,Service Residence,1,602,2,Kuala Lumpur,1,1,1,1,6
1000,Taman Desa,Condominium,3,850,2,Kuala Lumpur,0,0,0,0,4
1000,Taman Desa,Condominium,3,850,2,Kuala Lumpur,0,0,0,1,4
1100,Cheras,Apartment,3,625,1,Kuala Lumpur,0,0,0,0,3
600,Titiwangsa,Service Residence,5,1000,2,Kuala Lumpur,1,1,1,1,6
1880,Cheras,Condominium,3,1030,2,Kuala Lumpur,1,1,1,1,3
1500,Setapak,Condominium,3,908,1,Kuala Lumpur,1,1,1,1,4
1400,Cheras,Condominium,3,903,2,Kuala Lumpur,0,1,1,1,3
1388,Cheras,Condominium,3,1003,1,Kuala Lumpur,1,1,1,1,3
1150,Cheras,Apartment,4,650,2,Kuala Lumpur,0,0,1,0,3
1650,Wangsa Maju,Apartment,3,800,0,Kuala Lumpur,1,1,0,0,4
1600,Sri Petaling,Condominium,3,1141,2,Kuala Lumpur,1,1,1,1,4
1800,Segambut,Condominium,4,1391,1,Kuala Lumpur,1,1,0,1,5
1200,Damansara,Apartment,3,861,2,Kuala Lumpur,0,1,1,1,6
2000,Pandan Jaya,Condominium,3,1050,1,Kuala Lumpur,1,1,1,1,2
2400,Cheras,Service Residence,3,920,2,Kuala Lumpur,1,1,0,1,3
2500,Old Klang Road,Condominium,3,1150,2,Kuala Lumpur,1,1,1,1,5
1400,Keramat,Condominium,2,800,2,Kuala Lumpur,1,1,0,1,5
2800,Seputeh,Condominium,3,1072,2,Kuala Lumpur,1,0,0,1,5
900,Ampang Hilir,Apartment,3,826,0,Kuala Lumpur,0,0,0,0,6
1650,Wangsa Maju,Apartment,3,850,1,Kuala Lumpur,0,1,0,0,4
1650,Wangsa Maju,Apartment,3,850,1,Kuala Lumpur,0,1,0,0,4
2800,Cheras,Service Residence,2,750,2,Kuala Lumpur,1,1,1,1,3
1700,Setapak,Apartment,4,1000,1,Kuala Lumpur,1,0,0,1,4
2000,Mont Kiara,Condominium,2,913,2,Kuala Lumpur,1,0,0,1,6
2200,Mont Kiara,Condominium,2,913,2,Kuala Lumpur,1,0,0,1,6
1900,Jalan Ipoh,Condominium,3,1011,2,Kuala Lumpur,1,1,1,1,5
2300,Cheras,Service Residence,2,685,2,Kuala Lumpur,1,1,1,1,3
2099,Bukit Jalil,Service Residence,2,953,1,Kuala Lumpur,1,1,1,1,3
1650,Jalan Ipoh,Condominium,3,1037,2,Kuala Lumpur,1,1,0,1,5
1600,Sentul,Service Residence,3,850,2,Kuala Lumpur,1,1,1,1,4
1400,Cheras,Condominium,3,819,0,Kuala Lumpur,1,0,0,1,3
1600,Desa ParkCity,Apartment,3,850,1,Kuala Lumpur,0,1,0,0,6
1700,Wangsa Maju,Apartment,3,800,2,Kuala Lumpur,0,1,1,0,4
1800,Cheras,Condominium,3,850,1,Kuala Lumpur,0,0,0,1,3
1200,Segambut,Apartment,3,995,1,Kuala Lumpur,1,0,0,0,5
2000,Setapak,Condominium,3,1400,2,Kuala Lumpur,1,1,1,1,4
1050,Taman Desa,Condominium,3,830,1,Kuala Lumpur,1,0,0,1,4
2800,Bukit Jalil,Condominium,3,1100,2,Kuala Lumpur,1,1,1,1,3
1700,Cheras,Condominium,3,950,2,Kuala Lumpur,1,1,1,1,3
2400,Cheras,Condominium,3,850,2,Kuala Lumpur,0,1,1,1,3
1300,Ampang,Condominium,2,802,1,Kuala Lumpur,0,1,0,0,3
2500,Titiwangsa,Apartment,2,850,2,Kuala Lumpur,1,1,1,1,6
2200,Bangsar South,Service Residence,2,648,2,Kuala Lumpur,1,1,1,1,5
2100,Kepong,Service Residence,3,958,2,Kuala Lumpur,1,0,0,1,3
1750,Kepong,Service Residence,3,958,1,Kuala Lumpur,1,0,0,1,3
2000,Sungai Besi,Condominium,3,1100,2,Kuala Lumpur,1,0,0,1,4
1700,Kepong,Service Residence,3,950,1,Kuala Lumpur,1,1,0,1,3
1500,Keramat,Condominium,3,1100,1,Kuala Lumpur,1,0,0,1,5
2100,KLCC,Condominium,2,706,2,Kuala Lumpur,1,1,0,1,6
1600,Brickfields,Apartment,2,650,2,Kuala Lumpur,0,0,0,0,6
2500,Jalan Ipoh,Service Residence,3,1089,2,Kuala Lumpur,1,0,0,1,5
1100,Cheras,Apartment,2,657,1,Kuala Lumpur,1,1,1,1,3
1800,Old Klang Road,Duplex,1,750,2,Kuala Lumpur,1,1,1,1,5
1200,Segambut,Apartment,3,918,1,Kuala Lumpur,0,0,0,0,5
2000,Sentul,Condominium,2,900,2,Kuala Lumpur,0,1,1,0,4
1300,Setapak,Condominium,4,1297,0,Kuala Lumpur,1,0,0,1,4
1850,Taman Melawati,Service Residence,2,633,2,Kuala Lumpur,1,1,1,1,6
1800,Taman Desa,Condominium,3,1240,2,Kuala Lumpur,1,1,1,1,4
1300,Kuchai Lama,Apartment,3,932,0,Kuala Lumpur,0,0,0,0,4
1400,Pantai,Apartment,3,810,1,Kuala Lumpur,0,0,1,1,4
2200,Titiwangsa,Service Residence,2,710,2,Kuala Lumpur,1,1,1,1,6
2600,Sentul,Service Residence,3,980,2,Kuala Lumpur,1,1,1,1,4
1600,Setapak,Condominium,1,689,2,Kuala Lumpur,1,1,1,1,4
700,Desa Petaling,Flat,2,505,1,Kuala Lumpur,0,0,0,0,2
1600,Cheras,Condominium,3,960,2,Kuala Lumpur,1,1,1,1,3
1200,Cheras,Condominium,3,1000,2,Kuala Lumpur,0,0,0,0,3
2000,Keramat,Condominium,3,1280,1,Kuala Lumpur,0,0,0,0,5
1900,Brickfields,Condominium,3,900,2,Kuala Lumpur,1,1,1,1,6
600,Setapak,Others,3,1000,2,Kuala Lumpur,1,1,1,1,4
2500,Cheras,Condominium,3,850,2,Kuala Lumpur,1,1,1,1,3
1800,Brickfields,Flat,3,700,0,Kuala Lumpur,0,0,0,0,6
2000,KLCC,Condominium,1,463,2,Kuala Lumpur,1,1,1,1,6
1850,Segambut,Service Residence,3,1066,1,Kuala Lumpur,1,1,1,1,5
1300,Cheras,Apartment,3,806,1,Kuala Lumpur,0,1,0,0,3
1100,Setapak,Apartment,2,581,0,Kuala Lumpur,0,0,0,0,4
1800,Jalan Ipoh,Condominium,2,840,2,Kuala Lumpur,1,1,0,1,5
850,Cheras,Apartment,3,650,0,Kuala Lumpur,0,0,0,0,3
1900,Jalan Ipoh,Condominium,3,1200,2,Kuala Lumpur,1,1,1,1,5
1700,Setapak,Service Residence,3,1000,2,Kuala Lumpur,1,1,1,1,4
1500,Jalan Ipoh,Condominium,3,1037,1,Kuala Lumpur,0,0,0,0,5
2000,Kepong,Service Residence,2,866,1,Kuala Lumpur,1,1,0,1,3
1600,Solaris Dutamas,Condominium,3,850,2,Kuala Lumpur,1,1,0,1,5
900,Bukit Jalil,Condominium,1,600,1,Kuala Lumpur,1,0,0,1,3
1600,Setapak,Apartment,4,1000,1,Kuala Lumpur,1,0,0,1,4
602,Cheras,Condominium,2,590,0,Kuala Lumpur,1,0,0,1,3
1300,Desa Petaling,Apartment,3,850,1,Kuala Lumpur,1,0,0,1,2
1100,Kuchai Lama,Condominium,3,1000,1,Kuala Lumpur,1,0,0,0,4
1200,Ampang,Apartment,3,850,0,Kuala Lumpur,1,0,0,1,3
1200,Bukit Jalil,Apartment,3,1200,0,Kuala Lumpur,0,0,0,0,3
1300,Desa Pandan,Apartment,3,800,2,Kuala Lumpur,0,1,1,0,5
780,Wangsa Maju,Flat,2,560,0,Kuala Lumpur,0,0,0,0,4
1100,Cheras,Service Residence,3,820,1,Kuala Lumpur,1,1,0,1,3
2100,KLCC,Condominium,2,700,2,Kuala Lumpur,1,1,0,1,6
1100,Cheras,Service Residence,3,820,1,Kuala Lumpur,1,1,0,1,3
1100,Cheras,Service Residence,3,820,1,Kuala Lumpur,1,1,0,1,3
1100,Cheras,Service Residence,3,820,1,Kuala Lumpur,1,1,0,1,3
1205,Setapak,Condominium,3,926,0,Kuala Lumpur,1,0,0,1,4
1500,Wangsa Maju,Condominium,3,1200,1,Kuala Lumpur,1,1,1,1,4
1400,Sentul,Service Residence,3,948,1,Kuala Lumpur,1,1,1,0,4
2000,Keramat,Condominium,4,1280,1,Kuala Lumpur,0,1,0,1,5
1700,KL City,Service Residence,1,530,2,Kuala Lumpur,1,0,0,1,6
1200,Setapak,Condominium,3,1200,1,Kuala Lumpur,0,0,0,0,4
1400,Cheras,Condominium,3,755,2,Kuala Lumpur,0,1,1,1,3
1300,Cheras,Apartment,3,730,1,Kuala Lumpur,0,1,1,0,3
1350,Wangsa Maju,Condominium,3,850,1,Kuala Lumpur,1,1,0,1,4
1100,Desa Pandan,Apartment,3,900,0,Kuala Lumpur,1,0,0,1,5
1700,Sri Damansara,Service Residence,1,499,1,Kuala Lumpur,1,0,0,1,6
2100,Desa ParkCity,Condominium,3,873,2,Kuala Lumpur,1,1,1,0,6
1400,Setapak,Service Residence,3,900,1,Kuala Lumpur,1,0,0,1,4
800,Cheras,Apartment,3,780,0,Kuala Lumpur,0,0,0,0,3
2400,Bandar Menjalara,Condominium,3,1316,2,Kuala Lumpur,1,1,0,1,4
1800,Segambut,Condominium,4,1400,2,Kuala Lumpur,0,1,1,1,5
1300,Sentul,Service Residence,4,1001,2,Kuala Lumpur,1,1,1,1,4
1650,Jalan Kuching,Condominium,1,563,2,Kuala Lumpur,1,1,1,1,5
1300,Cheras,Service Residence,2,650,2,Kuala Lumpur,1,1,1,1,3
1200,OUG,Service Residence,3,950,1,Kuala Lumpur,0,1,0,1,3
1200,Bukit Jalil,Apartment,3,900,1,Kuala Lumpur,0,1,0,0,3
1300,OUG,Service Residence,3,950,1,Kuala Lumpur,0,1,0,1,3
1500,Cheras,Condominium,3,1100,1,Kuala Lumpur,1,1,0,1,3
1800,Jalan Ipoh,Condominium,3,1007,2,Kuala Lumpur,1,1,0,1,5
1300,Sentul,Service Residence,2,650,1,Kuala Lumpur,1,1,0,1,4
1750,Bangsar South,Apartment,3,930,2,Kuala Lumpur,0,1,1,0,5
900,Kepong,Apartment,3,800,1,Kuala Lumpur,0,0,0,0,3
2000,Cheras,Condominium,3,850,1,Kuala Lumpur,0,1,0,1,3
800,Kepong,Apartment,3,650,0,Kuala Lumpur,0,0,0,0,3
1200,Sentul,Service Residence,3,850,2,Kuala Lumpur,1,1,1,1,4
1000,OUG,Service Residence,3,960,1,Kuala Lumpur,0,1,0,1,3
800,Kepong,Apartment,3,720,0,Kuala Lumpur,0,0,0,0,3
750,Ampang,Apartment,2,550,0,Kuala Lumpur,0,0,0,0,3
1300,Setapak,Apartment,3,855,1,Kuala Lumpur,0,0,0,1,4
2500,Bandar Menjalara,Service Residence,3,1400,1,Kuala Lumpur,1,1,0,1,4
2200,Sri Damansara,Service Residence,1,499,2,Kuala Lumpur,1,1,1,1,6
1800,Wangsa Maju,Condominium,3,1267,2,Kuala Lumpur,1,1,1,1,4
1500,Pantai,Apartment,3,810,1,Kuala Lumpur,0,0,0,1,4
1500,Kepong,Condominium,3,960,1,Kuala Lumpur,0,1,0,0,3
1700,Ampang,Condominium,3,1124,1,Kuala Lumpur,0,1,0,0,3
2100,Ampang,Service Residence,2,950,2,Kuala Lumpur,1,1,1,1,3
2300,Keramat,Condominium,4,1184,2,Kuala Lumpur,1,1,1,1,5
1400,Sentul,Condominium,3,1100,1,Kuala Lumpur,1,1,0,1,4
1300,Cheras,Service Residence,2,680,1,Kuala Lumpur,1,0,0,1,3
1350,Bangsar South,Flat,3,750,0,Kuala Lumpur,0,0,0,0,5
1500,Setapak,Condominium,3,1066,0,Kuala Lumpur,1,0,0,1,4
850,Kepong,Apartment,3,850,0,Kuala Lumpur,0,0,0,1,3
1400,Kuchai Lama,Condominium,3,1200,0,Kuala Lumpur,0,0,0,0,4
1400,Kuchai Lama,Condominium,3,1100,1,Kuala Lumpur,1,0,0,1,4
1700,Taman Desa,Condominium,3,921,1,Kuala Lumpur,1,1,0,1,4
1600,Setapak,Condominium,3,1333,0,Kuala Lumpur,1,0,0,1,4
1700,Taman Desa,Service Residence,3,935,1,Kuala Lumpur,1,1,0,1,4
2300,Keramat,Condominium,4,1184,2,Kuala Lumpur,1,1,1,1,5
1750,Sungai Besi,Service Residence,3,1089,2,Kuala Lumpur,1,1,1,1,4
1200,Pandan Jaya,Apartment,3,900,0,Kuala Lumpur,0,0,0,0,2
1100,Pantai,Apartment,3,850,1,Kuala Lumpur,0,0,0,1,4
1400,Jalan Kuching,Condominium,3,1100,2,Kuala Lumpur,1,0,0,1,5
1200,Taman Desa,Apartment,3,900,1,Kuala Lumpur,0,0,0,0,4
1600,Jalan Kuching,Condominium,3,1295,1,Kuala Lumpur,1,0,0,1,5
2800,Mid Valley City,Service Residence,2,797,2,Kuala Lumpur,1,1,1,1,6
1600,Sentul,Condominium,3,1001,1,Kuala Lumpur,1,0,0,1,4
1500,OUG,Service Residence,3,950,2,Kuala Lumpur,1,1,1,1,3
1900,KL City,Condominium,1,616,2,Kuala Lumpur,1,0,0,1,6
1300,Bukit Jalil,Condominium,4,1424,1,Kuala Lumpur,1,1,0,0,3
2300,Sentul,Service Residence,3,999,1,Kuala Lumpur,1,1,1,1,4
1200,Kuchai Lama,Apartment,3,750,2,Kuala Lumpur,0,1,1,0,4
1500,Sentul,Apartment,3,850,1,Kuala Lumpur,1,1,1,1,4
1500,Cheras,Condominium,3,920,2,Kuala Lumpur,1,1,1,1,3
2300,Taman Melawati,Condominium,4,1389,1,Kuala Lumpur,1,1,1,1,6
1500,Segambut,Service Residence,2,903,0,Kuala Lumpur,0,0,0,0,5
1400,Cheras,Service Residence,3,1050,1,Kuala Lumpur,1,0,0,1,3
1800,KL City,Service Residence,1,320,2,Kuala Lumpur,1,1,1,1,6
1600,Setapak,Service Residence,3,926,1,Kuala Lumpur,0,0,0,0,4
2100,Solaris Dutamas,Service Residence,3,850,2,Kuala Lumpur,0,1,1,1,5
1500,Kepong,Condominium,3,1100,0,Kuala Lumpur,1,1,0,1,3
2500,Taman Tun Dr Ismail,Condominium,3,1400,1,Kuala Lumpur,1,0,0,1,6
1700,Segambut,Condominium,3,1075,2,Kuala Lumpur,1,0,0,1,5
1600,Cheras,Condominium,3,1200,1,Kuala Lumpur,0,0,0,0,3
700,Cheras,Flat,2,665,0,Kuala Lumpur,0,0,0,0,3
1400,Segambut,Condominium,3,1049,0,Kuala Lumpur,1,0,0,1,5
604,Sungai Besi,Condominium,2,593,0,Kuala Lumpur,1,0,0,1,4
2400,Kepong,Apartment,2,866,2,Kuala Lumpur,1,1,1,1,3
1850,Ampang,Condominium,2,1066,2,Kuala Lumpur,1,1,1,1,3
1800,Jalan Kuching,Condominium,3,1100,2,Kuala Lumpur,1,1,1,1,5
2800,Kepong,Service Residence,3,958,2,Kuala Lumpur,1,1,1,1,3
1700,Setapak,Service Residence,4,1000,1,Kuala Lumpur,1,1,0,1,4
2400,Sri Hartamas,Service Residence,1,672,2,Kuala Lumpur,0,0,0,0,5
2300,Ampang Hilir,Service Residence,2,845,2,Kuala Lumpur,0,1,1,1,6
2100,KL City,Service Residence,1,680,2,Kuala Lumpur,1,1,1,1,6
2800,City Centre,Condominium,3,960,2,Kuala Lumpur,1,1,1,1,6
1900,Kepong,Service Residence,3,958,1,Kuala Lumpur,1,1,1,1,3
2000,Cheras,Condominium,2,893,1,Kuala Lumpur,1,1,1,1,3
1100,Sri Petaling,Apartment,3,800,1,Kuala Lumpur,0,0,0,0,4
750,Cheras,Flat,3,600,0,Kuala Lumpur,0,0,0,0,3
1500,Keramat,Condominium,2,800,1,Kuala Lumpur,1,1,0,1,5
2800,Bukit Jalil,Condominium,3,1100,2,Kuala Lumpur,0,1,1,1,3
850,Kepong,Apartment,3,655,1,Kuala Lumpur,0,0,0,0,3
900,Kuchai Lama,Apartment,3,900,1,Kuala Lumpur,0,0,0,0,4
1500,Pantai,Condominium,3,1040,2,Kuala Lumpur,0,0,0,1,4
2700,Bukit Jalil,Condominium,3,1226,2,Kuala Lumpur,0,1,1,1,3
700,Old Klang Road,Flat,2,600,0,Kuala Lumpur,0,0,0,0,5
1200,Salak Selatan,Apartment,3,797,1,Kuala Lumpur,0,1,1,0,1
1700,Keramat,Apartment,3,952,1,Kuala Lumpur,0,0,1,0,5
1400,Bangsar South,Flat,3,750,0,Kuala Lumpur,0,0,0,0,5
1700,Cheras,Condominium,3,1134,0,Kuala Lumpur,1,0,0,1,3
1000,Setiawangsa,Flat,2,600,2,Kuala Lumpur,0,0,0,0,5
1600,Setapak,Service Residence,3,926,1,Kuala Lumpur,0,1,0,0,4
1600,Cheras,Condominium,3,960,2,Kuala Lumpur,1,1,1,1,3
1400,Cheras,Apartment,3,700,2,Kuala Lumpur,0,1,1,0,3
800,Setapak,Apartment,3,705,0,Kuala Lumpur,0,0,0,0,4
2000,Setapak,Service Residence,4,1100,1,Kuala Lumpur,0,0,0,0,4
2600,KL City,Service Residence,2,508,2,Kuala Lumpur,1,1,0,1,6
2400,Wangsa Maju,Condominium,3,1260,2,Kuala Lumpur,0,0,0,0,4
1700,Keramat,Condominium,3,926,1,Kuala Lumpur,1,0,0,1,5
120,Old Klang Road,Condominium,3,1350,2,Kuala Lumpur,1,0,0,1,5
2800,KLCC,Service Residence,2,1100,2,Kuala Lumpur,1,1,1,1,6
1800,Cheras,Condominium,3,1003,2,Kuala Lumpur,1,1,1,1,3
1350,Cheras,Condominium,3,1000,1,Kuala Lumpur,1,1,1,1,3
1650,Setapak,Service Residence,1,689,2,Kuala Lumpur,1,0,0,1,4
1400,Taman Desa,Apartment,3,900,1,Kuala Lumpur,0,1,1,1,4
1100,Kepong,Condominium,3,962,1,Kuala Lumpur,1,0,0,1,3
1200,Setapak,Condominium,1,350,2,Kuala Lumpur,1,1,1,1,4
1750,Cheras,Service Residence,1,761,0,Kuala Lumpur,1,1,1,1,3
800,Setapak,Apartment,2,588,0,Kuala Lumpur,0,0,0,0,4
2200,Sungai Besi,Condominium,3,839,2,Kuala Lumpur,1,1,1,1,4
2500,Cheras,Condominium,3,990,2,Kuala Lumpur,0,0,0,1,3
